,Namn,Land,Pris(SEK),Literpris,Produktnummer,Förpackning,Volym(mml),Alkoholhalt(%),Sockerhalt(gram/l),passar_till,rawdata,rawdata1,Årgång,Doft,Färg,Råvaror,Smakbeskrivning,Lamm,Nöt,Fågel,Fläsk,Dessert,Vilt,Ost,nyanserad,komplex,fruktig,kryddig,fatkaraktär,utvecklad,bärig,fat,ungdomlig,Flaska,Box,Magnum,PET-flaska,Italien,Frankrike,Spanien,USA,Sydafrika,Australien,Argentina,Chile,Portugal,Nya Zeeland,Österrike
1054,Macán,Spanien,519,"Jfr.pris 692,00 kr/l', 'Jfr.pris 692,00 kr/l",['90173'],Flaska 750 ml,750.0,14.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","Tempranillo.', 'Tät, mörk, rödblå färg.', 'Komplex, något utvecklad doft med tydlig rostad fatkaraktär, inslag av plommon, kanel, mörka körsbär, tobak, fikon och choklad.', 'Komplex, något utvecklad smak med tydlig rostad fatkaraktär, inslag av plommon, kanel, mörka körsbär, tobak, fikon, blåbär, vanilj och kakao.', 'Kan lagras.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorTempranillo.FärgTät, mörk, rödblå färg.DoftKomplex, något utvecklad doft med tydlig rostad fatkaraktär, inslag av plommon, kanel, mörka körsbär, tobak, fikon och choklad.SmakbeskrivningKomplex, något utvecklad smak med tydlig rostad fatkaraktär, inslag av plommon, kanel, mörka körsbär, tobak, fikon, blåbär, vanilj och kakao.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2014'],"['Komplex, något utvecklad doft med tydlig rostad fatkaraktär, inslag av plommon, kanel, mörka körsbär, tobak, fikon och choklad']","['Tät, mörk, rödblå färg']",['Tempranillo'],"['komplex, något utvecklad smak med tydlig rostad fatkaraktär, inslag av plommon, kanel, mörka körsbär, tobak, fikon, blåbär, vanilj och kakao']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,Casillero del Diablo,Chile,40,"Jfr.pris 106,67 kr/l', 'Jfr.pris 106,67 kr/l",['2962'],Flaska 375 ml,375.0,13.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Cabernet sauvignon.', 'Mörk, blålila färg.', 'Mycket fruktig doft med inslag av fat, svarta vinbär, färska örter, choklad och mörka körsbär.', 'Mycket fruktig smak med inslag av fat, svarta vinbär, blåbär, choklad och vanilj', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.","RåvarorCabernet sauvignon.FärgMörk, blålila färg.DoftMycket fruktig doft med inslag av fat, svarta vinbär, färska örter, choklad och mörka körsbär.SmakbeskrivningMycket fruktig smak med inslag av fat, svarta vinbär, blåbär, choklad och vaniljFyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.",['2017'],"['Mycket fruktig doft med inslag av fat, svarta vinbär, färska örter, choklad och mörka körsbär']","['Mörk, blålila färg']",['Cabernet sauvignon'],"['mycket fruktig smak med inslag av fat, svarta vinbär, blåbär, choklad och vaniljfyllighetfruktsyrasträvhetpassar tillserveras vid 16-18°c till rätter av lamm- eller nötkött']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,Delas Hermitage,Frankrike,1499,"Jfr.pris 1 998,67 kr/l', 'Jfr.pris 1 998,67 kr/l",['90158'],Flaska 750 ml,750.0,14.0,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,L’Exception,Frankrike,199,"Jfr.pris 265,33 kr/l', 'Jfr.pris 265,33 kr/l",['95326'],Flaska 750 ml,750.0,12.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fågel', 'Fisk","Gamay och pinot noir.', 'Ljus, rödblå färg.', 'Nyanserad, bärig doft med inslag av fat, hallon, färska örter, jordgubbar, lavendel och lingon.', 'Nyanserad, bärig smak med inslag av fat, hallon, färska örter, jordgubbar och blodapelsin.', 'Serveras vid cirka 16°C till stekta rätter av fisk, till feta eller vilda fåglar.', 'Har du frågor om allergener? Chatta med oss.","RåvarorGamay och pinot noir.FärgLjus, rödblå färg.DoftNyanserad, bärig doft med inslag av fat, hallon, färska örter, jordgubbar, lavendel och lingon.SmakbeskrivningNyanserad, bärig smak med inslag av fat, hallon, färska örter, jordgubbar och blodapelsin.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 16°C till stekta rätter av fisk, till feta eller vilda fåglar.FågelFiskAllergenerHar du frågor om allergener? Chatta med oss.",['2017'],"['Nyanserad, bärig doft med inslag av fat, hallon, färska örter, jordgubbar, lavendel och lingon']","['Ljus, rödblå färg']",['Gamay och pinot noir'],"['nyanserad, bärig smak med inslag av fat, hallon, färska örter, jordgubbar och blodapelsin']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,Clos de l’Echelier,Frankrike,479,"Jfr.pris 638,67 kr/l', 'Jfr.pris 638,67 kr/l",['95482'],Flaska 750 ml,750.0,13.0,[],Null,Har du frågor om allergener? Chatta med oss.,AllergenerHar du frågor om allergener? Chatta med oss.,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,Morgon Côte du Py,Frankrike,269,"Jfr.pris 358,67 kr/l', 'Jfr.pris 358,67 kr/l",['95525'],Flaska 750 ml,750.0,15.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fågel', 'Fläsk', 'Lamm","Gamay.', 'Mörk, blåröd färg.', 'Nyanserad doft med inslag av fat, skogshallon, viol, blåbär, choklad och svarta vinbär.', 'Nyanserad smak med inslag av fat, skogshallon, blåbär, choklad, svarta vinbär och kryddor.', 'Serveras vid cirka 16°C till feta eller vilda fåglar, eller till inte alltför smakrika rätter av fläsk- eller lammkött.', 'Har du frågor om allergener? Chatta med oss.","RåvarorGamay.FärgMörk, blåröd färg.DoftNyanserad doft med inslag av fat, skogshallon, viol, blåbär, choklad och svarta vinbär.SmakbeskrivningNyanserad smak med inslag av fat, skogshallon, blåbär, choklad, svarta vinbär och kryddor.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 16°C till feta eller vilda fåglar, eller till inte alltför smakrika rätter av fläsk- eller lammkött.FågelFläskLammAllergenerHar du frågor om allergener? Chatta med oss.",['2017'],"['Nyanserad doft med inslag av fat, skogshallon, viol, blåbär, choklad och svarta vinbär']","['Mörk, blåröd färg']",['Gamay'],"['nyanserad smak med inslag av fat, skogshallon, blåbär, choklad, svarta vinbär och kryddor']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,A Lisa,Argentina,169,"Jfr.pris 225,33 kr/l', 'Jfr.pris 225,33 kr/l",['95527'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Malbec.', 'Tät, mörk, blåröd färg.', 'Nyanserad, fruktig doft med inslag av fat, skogshallon, viol, plommon, svarta oliver, björnbär, lakrits och peppar.', 'Nyanserad, mycket fruktig smak med inslag av fat, skogshallon, viol, plommon, svarta vinbär, björnbär och sötlakrits.', 'Serveras vid 16-18°C till smakrika, gärna grillade rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorMalbec.FärgTät, mörk, blåröd färg.DoftNyanserad, fruktig doft med inslag av fat, skogshallon, viol, plommon, svarta oliver, björnbär, lakrits och peppar.SmakbeskrivningNyanserad, mycket fruktig smak med inslag av fat, skogshallon, viol, plommon, svarta vinbär, björnbär och sötlakrits.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till smakrika, gärna grillade rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2018'],"['Nyanserad, fruktig doft med inslag av fat, skogshallon, viol, plommon, svarta oliver, björnbär, lakrits och peppar']","['Tät, mörk, blåröd färg']",['Malbec'],"['nyanserad, mycket fruktig smak med inslag av fat, skogshallon, viol, plommon, svarta vinbär, björnbär och sötlakrits']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,Château Yvonne,Frankrike,199,"Jfr.pris 265,33 kr/l', 'Jfr.pris 265,33 kr/l",['92513'],Flaska 750 ml,750.0,13.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Nöt', 'Lamm","Cabernet franc.', 'Tät, mörk, blålila färg.', 'Fruktig doft med fatkaraktär, inslag av svarta vinbär, choklad, plommon, lavendel och lakrits.', 'Fruktig smak med fatkaraktär, inslag av svarta vinbär, kakao, plommon, lavendel, blåbär och svartpeppar.', 'Kan lagras.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorCabernet franc.FärgTät, mörk, blålila färg.DoftFruktig doft med fatkaraktär, inslag av svarta vinbär, choklad, plommon, lavendel och lakrits.SmakbeskrivningFruktig smak med fatkaraktär, inslag av svarta vinbär, kakao, plommon, lavendel, blåbär och svartpeppar.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.NötLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2018'],"['Fruktig doft med fatkaraktär, inslag av svarta vinbär, choklad, plommon, lavendel och lakrits']","['Tät, mörk, blålila färg']",['Cabernet franc'],"['fruktig smak med fatkaraktär, inslag av svarta vinbär, kakao, plommon, lavendel, blåbär och svartpeppar']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,Plateau des Chenes,Frankrike,149,"Jfr.pris 198,67 kr/l', 'Jfr.pris 198,67 kr/l",['92517'],Flaska 750 ml,750.0,15.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","60% syrah och 40% grenache.', 'Tät, mörk, blålila färg.', 'Nyanserad doft med inslag av fat, björnbär, viol, svartpeppar, plommon, lakrits och lagerblad.', 'Smakrikt vin med inslag av fat, björnbär, lavendel, svartpeppar, plommon, lakrits, hallon och rökta charkuterier.', 'Serveras vid 16-18°C till rätter av lamm- och nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror60% syrah och 40% grenache.FärgTät, mörk, blålila färg.DoftNyanserad doft med inslag av fat, björnbär, viol, svartpeppar, plommon, lakrits och lagerblad.SmakbeskrivningSmakrikt vin med inslag av fat, björnbär, lavendel, svartpeppar, plommon, lakrits, hallon och rökta charkuterier.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- och nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Nyanserad doft med inslag av fat, björnbär, viol, svartpeppar, plommon, lakrits och lagerblad']","['Tät, mörk, blålila färg']",['60% syrah och 40% grenache'],"['smakrikt vin med inslag av fat, björnbär, lavendel, svartpeppar, plommon, lakrits, hallon och rökta charkuterier']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,La Cerisaie,Frankrike,149,"Jfr.pris 198,67 kr/l', 'Jfr.pris 198,67 kr/l",['92518'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Fläsk","Cabernet franc.', 'Mörk, blåröd färg.', 'Nyanserad, fruktig doft med inslag av svarta vinbär, ceder, viol, blåbär, färska örter och lakrits.', 'Nyanserad, fruktig smak med inslag av svarta vinbär, ceder, blåbär, färska örter, hallon och lakrits.', 'Serveras vid 16-18°C till rätter av fläsk-, lamm- och nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorCabernet franc.FärgMörk, blåröd färg.DoftNyanserad, fruktig doft med inslag av svarta vinbär, ceder, viol, blåbär, färska örter och lakrits.SmakbeskrivningNyanserad, fruktig smak med inslag av svarta vinbär, ceder, blåbär, färska örter, hallon och lakrits.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av fläsk-, lamm- och nötkött.LammNötFläskAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Nyanserad, fruktig doft med inslag av svarta vinbär, ceder, viol, blåbär, färska örter och lakrits']","['Mörk, blåröd färg']",['Cabernet franc'],"['nyanserad, fruktig smak med inslag av svarta vinbär, ceder, blåbär, färska örter, hallon och lakrits']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,Barolo Monforte,Italien,399,"Jfr.pris 532,00 kr/l', 'Jfr.pris 532,00 kr/l",['92359'],Flaska 750 ml,750.0,14.0,[],Null,"Nebbiolo.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorNebbiolo.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2014'],[],[],['Nebbiolo'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Ultreia Saint Jacques,Spanien,175,"Jfr.pris 233,33 kr/l', 'Jfr.pris 233,33 kr/l",['92569'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Mencía.', 'Tät, mörk, rödblå färg.', 'Nyanserad, fruktig doft med inslag av fat, mörka körsbär, björnbär, kakao, rökta charkuterier, oregano och mineral.', 'Nyanserad, fruktig smak med inslag av fat, mörka körsbär, björnbär, kakao, rökta charkuterier, färska örter och mineral.', 'Kan lagras.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorMencía.FärgTät, mörk, rödblå färg.DoftNyanserad, fruktig doft med inslag av fat, mörka körsbär, björnbär, kakao, rökta charkuterier, oregano och mineral.SmakbeskrivningNyanserad, fruktig smak med inslag av fat, mörka körsbär, björnbär, kakao, rökta charkuterier, färska örter och mineral.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Nyanserad, fruktig doft med inslag av fat, mörka körsbär, björnbär, kakao, rökta charkuterier, oregano och mineral']","['Tät, mörk, rödblå färg']",['Mencía'],"['nyanserad, fruktig smak med inslag av fat, mörka körsbär, björnbär, kakao, rökta charkuterier, färska örter och mineral']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,Nuits-st-Georges Premier Cru Les Vaucrains,Frankrike,1050,"Jfr.pris 1 400,00 kr/l', 'Jfr.pris 1 400,00 kr/l",['95659'],Flaska 750 ml,750.0,13.5,[],Null,"Domaine Robert Chevillon', 'Tryffelsvinet AB', 'Ingår i vårt sortiment för Webblansering.', '31/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,Nuits-st-Georges Premier Cru Pruliers,Frankrike,795,"Jfr.pris 1 060,00 kr/l', 'Jfr.pris 1 060,00 kr/l",['95662'],Flaska 750 ml,750.0,13.5,[],Null,"Domaine Robert Chevillon', 'Tryffelsvinet AB', 'Ingår i vårt sortiment för Webblansering.', '31/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,Nuits-st-Georges Vieilles Vignes,Frankrike,549,"Jfr.pris 732,00 kr/l', 'Jfr.pris 732,00 kr/l",['95663'],Flaska 750 ml,750.0,13.0,[],Null,"Domaine Robert Chevillon', 'Tryffelsvinet AB', 'Ingår i vårt sortiment för Webblansering.', '31/10 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,Söl,Italien,299,"Jfr.pris 398,67 kr/l', 'Jfr.pris 398,67 kr/l",['90110'],Flaska 750 ml,750.0,13.5,[],Null,"Chiavennasca (nebbiolo).', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorChiavennasca (nebbiolo).AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2016'],[],[],['Chiavennasca (nebbiolo)'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,Roccamozzi,Italien,99,"Jfr.pris 132,00 kr/l', 'Jfr.pris 132,00 kr/l",['2665'],Flaska 750 ml,750.0,13.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Sangiovese samt övriga druvsorter.', 'Mörk, röd färg.', 'Fruktig, nyanserad doft med inslag av fat, mörka körsbär, plommon, lagerblad, choklad, blåbär och lakrits.', 'Fruktig, nyanserad smak med inslag av fat, mörka körsbär, örter, choklad, hallon och lakrits.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorSangiovese samt övriga druvsorter.FärgMörk, röd färg.DoftFruktig, nyanserad doft med inslag av fat, mörka körsbär, plommon, lagerblad, choklad, blåbär och lakrits.SmakbeskrivningFruktig, nyanserad smak med inslag av fat, mörka körsbär, örter, choklad, hallon och lakrits.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Fruktig, nyanserad doft med inslag av fat, mörka körsbär, plommon, lagerblad, choklad, blåbär och lakrits']","['Mörk, röd färg']",['Sangiovese samt övriga druvsorter'],"['fruktig, nyanserad smak med inslag av fat, mörka körsbär, örter, choklad, hallon och lakrits']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,"[""Barbera d'Alba Vigna Serraboella""]",Italien,199,"Jfr.pris 265,33 kr/l', 'Jfr.pris 265,33 kr/l",['95699'],Flaska 750 ml,750.0,15.5,[],Null,"Barbera.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorBarbera.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2016'],[],[],['Barbera'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,Lalama,Spanien,189,"Jfr.pris 252,00 kr/l', 'Jfr.pris 252,00 kr/l",['95221'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","Mörk, blåröd färg.', 'Något utvecklad, parfymerad, nyanserad doft med fatkaraktär, inslag av lavendel, katrinplommon, skogshallon, lakrits, choklad och björnbär.', 'Något utvecklad, nyanserad smak med fatkaraktär, inslag av lavendel, katrinplommon, skogshallon, körsbär, choklad och björnbär.', 'Kan lagras.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","FärgMörk, blåröd färg.DoftNågot utvecklad, parfymerad, nyanserad doft med fatkaraktär, inslag av lavendel, katrinplommon, skogshallon, lakrits, choklad och björnbär.SmakbeskrivningNågot utvecklad, nyanserad smak med fatkaraktär, inslag av lavendel, katrinplommon, skogshallon, körsbär, choklad och björnbär.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2015'],"['Något utvecklad, parfymerad, nyanserad doft med fatkaraktär, inslag av lavendel, katrinplommon, skogshallon, lakrits, choklad och björnbär']","['Mörk, blåröd färg']",[],"['något utvecklad, nyanserad smak med fatkaraktär, inslag av lavendel, katrinplommon, skogshallon, körsbär, choklad och björnbär']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,The Pikeman,Sydafrika,99,"Jfr.pris 132,00 kr/l', 'Jfr.pris 132,00 kr/l",['2024'],Flaska 750 ml,750.0,14.0,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Nöt', 'Lamm","70% shiraz, 10% mourvèdre, 10% grenache, 5% cinsault och 5% viognier.', 'Tät, mörk, blåröd färg.', 'Fruktig doft med fatkaraktär, inslag av björnbär, choklad, mynta, plommon, kryddor och viol.', 'Fruktig, balanserad smak med fatkaraktär, inslag av björnbär, färska örter, plommon, kryddor, viol och vanilj.', 'Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror70% shiraz, 10% mourvèdre, 10% grenache, 5% cinsault och 5% viognier.FärgTät, mörk, blåröd färg.DoftFruktig doft med fatkaraktär, inslag av björnbär, choklad, mynta, plommon, kryddor och viol.SmakbeskrivningFruktig, balanserad smak med fatkaraktär, inslag av björnbär, färska örter, plommon, kryddor, viol och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till grillade rätter av lamm- eller nötkött.NötLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2018'],"['Fruktig doft med fatkaraktär, inslag av björnbär, choklad, mynta, plommon, kryddor och viol']","['Tät, mörk, blåröd färg']","['70% shiraz, 10% mourvèdre, 10% grenache, 5% cinsault och 5% viognier']","['fruktig, balanserad smak med fatkaraktär, inslag av björnbär, färska örter, plommon, kryddor, viol och vanilj']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,Olianas,Italien,189,"Jfr.pris 252,00 kr/l', 'Jfr.pris 252,00 kr/l",['91134'],Flaska 750 ml,750.0,13.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","Cannonau.', 'Blåröd färg.', 'Nyanserad, kryddig doft med inslag av fat, mörka körsbär, viol, skogshallon, sandelträ och färska örter.', 'Nyanserad, kryddig smak med inslag av fat, mörka körsbär, viol, skogshallon, sandelträ och svart te.', 'Kan lagras.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorCannonau.FärgBlåröd färg.DoftNyanserad, kryddig doft med inslag av fat, mörka körsbär, viol, skogshallon, sandelträ och färska örter.SmakbeskrivningNyanserad, kryddig smak med inslag av fat, mörka körsbär, viol, skogshallon, sandelträ och svart te.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Nyanserad, kryddig doft med inslag av fat, mörka körsbär, viol, skogshallon, sandelträ och färska örter']",['Blåröd färg'],['Cannonau'],"['nyanserad, kryddig smak med inslag av fat, mörka körsbär, viol, skogshallon, sandelträ och svart te']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Gigondas Vieux Clocher,Frankrike,199,"Jfr.pris 265,33 kr/l', 'Jfr.pris 265,33 kr/l",['91273'],Flaska 750 ml,750.0,14.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","65% grenache, 20% syrah och 15% mourvèdre.', 'Mörk, blåröd färg.', 'Nyanserad, kryddig doft med inslag av fat, hallon, svartpeppar, plommon, lagerblad, björnbär, muskot, lavendel och lakrits.', 'Nyanserad, kryddig smak med inslag av fat, hallon, svartpeppar, plommon, lagerblad, björnbär, muskot, rosmarin och lakrits.', 'Kan lagras.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror65% grenache, 20% syrah och 15% mourvèdre.FärgMörk, blåröd färg.DoftNyanserad, kryddig doft med inslag av fat, hallon, svartpeppar, plommon, lagerblad, björnbär, muskot, lavendel och lakrits.SmakbeskrivningNyanserad, kryddig smak med inslag av fat, hallon, svartpeppar, plommon, lagerblad, björnbär, muskot, rosmarin och lakrits.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Nyanserad, kryddig doft med inslag av fat, hallon, svartpeppar, plommon, lagerblad, björnbär, muskot, lavendel och lakrits']","['Mörk, blåröd färg']","['65% grenache, 20% syrah och 15% mourvèdre']","['nyanserad, kryddig smak med inslag av fat, hallon, svartpeppar, plommon, lagerblad, björnbär, muskot, rosmarin och lakrits']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,Olivier Riviere,Spanien,950,"Jfr.pris 1 266,67 kr/l', 'Jfr.pris 1 266,67 kr/l",['92120'],Flaska 750 ml,750.0,13.5,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
